Weapon type,Skin,Quality,Collection,Factory New,Minimal Wear,Field-Tested,Well-Worn,Battle-Scarred,Year
USP-S,Blood Tiger,Mil-Spec,eSports 2014 Summer Case,$7.35 USD,$6.09 USD,$5.53 USD,,,2014
CZ75-Auto,Hexane,Mil-Spec,eSports 2014 Summer Case,$6.17 USD,$2.11 USD,$2.16 USD,$2.27 USD,,2014
Negev,Bratatat,Mil-Spec,eSports 2014 Summer Case,$7.73 USD,$2.28 USD,$2.20 USD,$1.69 USD,$1.36 USD,2014
XM1014,Red Python,Mil-Spec,eSports 2014 Summer Case,,,,,,2014
PP-Bizon,Blue Streak,Restricted,eSports 2014 Summer Case,$8.87 USD,$2.93 USD,$1.49 USD,$1.81 USD,$1.71 USD,2014
P90,Virus,Restricted,eSports 2014 Summer Case,$5.02 USD,$2.42 USD,$1.44 USD,$1.60 USD,$1.45 USD,2014
MP7,Ocean Foam,Restricted,eSports 2014 Summer Case,$4.27 USD,$4.57 USD,,,,2014
Glock-18,Steel Disruption,Restricted,eSports 2014 Summer Case,$4.77 USD,$4.78 USD,$4.16 USD,,,2014
Desert Eagle,Crimson Web,Restricted,eSports 2014 Summer Case,$129.56 USD,$25.46 USD,$7.12 USD,$8.31 USD,$7.11 USD,2014
AUG,Bengal Tiger,Classified,eSports 2014 Summer Case,$51.18 USD,$9.04 USD,$6.02 USD,$5.64 USD,$5.59 USD,2014
Nova,Bloomstick,Classified,eSports 2014 Summer Case,$65.63 USD,$17.69 USD,$6.99 USD,$6.46 USD,$6.85 USD,2014
AWP,Corticera,Classified,eSports 2014 Summer Case,$38.80 USD,$14.55 USD,$12.88 USD,,,2014
P2000,Corticera,Classified,eSports 2014 Summer Case,,,,,,2014
M4A4,Bullet Rain,Covert,eSports 2014 Summer Case,,,,,,2014
AK-47,Jaguar,Covert,eSports 2014 Summer Case,$225.09 USD,$61.83 USD,$36.15 USD,$32.05 USD,$30.50 USD,2014
G3SG1,Murky,Mil-Spec,Operation Vanguard Weapon Case,$0.69 USD,$0.52 USD,$0.44 USD,,,2014
MAG-7,Firestarter,Mil-Spec,Operation Vanguard Weapon Case,,,,,,2014
MP9,Dart,Mil-Spec,Operation Vanguard Weapon Case,$1.93 USD,$1.17 USD,$0.74 USD,$0.78 USD,$0.72 USD,2014
Five-SeveN,Urban Hazard,Mil-Spec,Operation Vanguard Weapon Case,,,,,,2014
UMP-45,Delusion,Mil-Spec,Operation Vanguard Weapon Case,$1.67 USD,$0.52 USD,$0.42 USD,,,2014
Glock-18,Grinder,Restricted,Operation Vanguard Weapon Case,$2.18 USD,$1.57 USD,$1.73 USD,,,2014
M4A1-S,Basilisk,Restricted,Operation Vanguard Weapon Case,$13.84 USD,$7.32 USD,$5.04 USD,$7.94 USD,$5.50 USD,2014
M4A4,Griffin,Restricted,Operation Vanguard Weapon Case,$5.88 USD,$2.72 USD,$2.14 USD,$4.96 USD,$1.71 USD,2014
Sawed-Off,Highwayman,Restricted,Operation Vanguard Weapon Case,$2.58 USD,$1.18 USD,$0.70 USD,$0.55 USD,$0.59 USD,2014
P250,Cartel,Classified,Operation Vanguard Weapon Case,$16.54 USD,$6.69 USD,$4.93 USD,$6.30 USD,$4.98 USD,2014
SCAR-20,Cardiac,Classified,Operation Vanguard Weapon Case,$15.71 USD,$4.60 USD,$3.68 USD,$2.99 USD,$2.92 USD,2014
XM1014,Tranquility,Classified,Operation Vanguard Weapon Case,,,,,,2014
AK-47,Wasteland Rebel,Covert,Operation Vanguard Weapon Case,$313.32 USD,$45.62 USD,$26.46 USD,$38.70 USD,$25.87 USD,2014
P2000,Fire Elemental,Covert,Operation Vanguard Weapon Case,$35.61 USD,$18.94 USD,$11.96 USD,$14.68 USD,$14.00 USD,2014
Glock-18,Catacombs,Mil-Spec,Chroma Case,$0.42 USD,$0.29 USD,$0.16 USD,$0.26 USD,$1.21 USD,2015
M249,System Lock,Mil-Spec,Chroma Case,$0.47 USD,$0.28 USD,$0.16 USD,$0.16 USD,$0.15 USD,2015
MP9,Deadly Poison,Mil-Spec,Chroma Case,$1.80 USD,$0.38 USD,$0.18 USD,$0.15 USD,$0.14 USD,2015
SCAR-20,Grotto,Mil-Spec,Chroma Case,,,,,,2015
XM1014,Quicksilver,Mil-Spec,Chroma Case,$0.55 USD,$0.28 USD,$0.19 USD,$0.36 USD,$0.37 USD,2015
Dual Berettas,Urban Shock,Restricted,Chroma Case,$2.84 USD,$2.04 USD,$1.55 USD,$1.56 USD,$2.09 USD,2015
Desert Eagle,Naga,Restricted,Chroma Case,$6.21 USD,$2.42 USD,$1.45 USD,$1.21 USD,$1.14 USD,2015
MAC-10,Malachite,Restricted,Chroma Case,$3.31 USD,$2.10 USD,$1.44 USD,$1.33 USD,$1.21 USD,2015
Sawed-Off,Serenity,Restricted,Chroma Case,$2.80 USD,$1.94 USD,$1.32 USD,$1.33 USD,$1.16 USD,2015
AK-47,Cartel,Classified,Chroma Case,$23.51 USD,$12.05 USD,$8.06 USD,$12.15 USD,$7.82 USD,2015
M4A4,龍王 (Dragon King),Classified,Chroma Case,,,,,,2015
P250,Muertos,Classified,Chroma Case,,,,,,2015
AWP,Man-o'-war,Covert,Chroma Case,,$35.83 USD,$33.53 USD,,,2015
Galil AR,Chatterbox,Covert,Chroma Case,,,$73.99 USD,$15.78 USD,$7.75 USD,2015
AK-47,Elite Build,Mil-Spec,Chroma 2 Case,$5.50 USD,$1.70 USD,$1.12 USD,$0.73 USD,$0.68 USD,2015
MP7,Armor Core,Mil-Spec,Chroma 2 Case,$0.23 USD,$0.14 USD,$0.09 USD,$0.08 USD,$0.10 USD,2015
Desert Eagle,Bronze Deco,Mil-Spec,Chroma 2 Case,$3.68 USD,$3.61 USD,$3.44 USD,$0.19 USD,$1.02 USD,2015
P250,Valence,Mil-Spec,Chroma 2 Case,$0.68 USD,$0.17 USD,$0.08 USD,$0.14 USD,$0.09 USD,2015
Negev,Man-o'-war,Mil-Spec,Chroma 2 Case,,,,,,2015
Sawed-Off,Origami,Mil-Spec,Chroma 2 Case,$0.23 USD,$0.12 USD,$0.08 USD,$0.09 USD,$0.09 USD,2015
AWP,Worm God,Restricted,Chroma 2 Case,$2.64 USD,$1.77 USD,$1.34 USD,$1.55 USD,,2015
MAG-7,Heat,Restricted,Chroma 2 Case,$2.47 USD,$0.79 USD,$0.37 USD,$0.30 USD,$0.29 USD,2015
CZ75-Auto,Pole Position,Restricted,Chroma 2 Case,,,,,,2015
UMP-45,Grand Prix,Restricted,Chroma 2 Case,,,$0.34 USD,,,2015
Five-SeveN,Monkey Business,Classified,Chroma 2 Case,,$13.60 USD,$2.46 USD,$1.82 USD,$1.77 USD,2015
Galil AR,Eco,Classified,Chroma 2 Case,,$35.39 USD,$4.75 USD,$3.02 USD,$3.05 USD,2015
FAMAS,Djinn,Classified,Chroma 2 Case,$12.51 USD,$4.53 USD,$2.35 USD,$1.89 USD,$1.81 USD,2015
M4A1-S,Hyper Beast,Covert,Chroma 2 Case,$180.77 USD,$54.53 USD,$24.16 USD,$16.25 USD,$12.85 USD,2015
MAC-10,Neon Rider,Covert,Chroma 2 Case,$11.88 USD,$7.61 USD,$6.54 USD,$6.18 USD,,2015
Galil AR,Rocket Pop,Mil-Spec,Falchion Case,$7.67 USD,$2.36 USD,$0.95 USD,$0.41 USD,$0.26 USD,2015
Glock-18,Bunsen Burner,Mil-Spec,Falchion Case,$1.26 USD,$0.35 USD,$0.20 USD,$0.26 USD,$0.20 USD,2015
Nova,Ranger,Mil-Spec,Falchion Case,$0.67 USD,$0.29 USD,$0.20 USD,$0.22 USD,$0.20 USD,2015
P90,Elite Build,Mil-Spec,Falchion Case,$1.11 USD,$0.23 USD,$0.19 USD,$0.17 USD,$0.16 USD,2015
UMP-45,Riot,Mil-Spec,Falchion Case,$0.39 USD,$0.24 USD,$0.19 USD,$0.22 USD,$0.16 USD,2015
USP-S,Torque,Mil-Spec,Falchion Case,$1.45 USD,$1.02 USD,$0.61 USD,$0.64 USD,$2.16 USD,2015
FAMAS,Neural Net,Restricted,Falchion Case,$1.93 USD,$1.08 USD,$0.62 USD,$0.72 USD,$0.73 USD,2015
M4A4,Evil Daimyo,Restricted,Falchion Case,$5.69 USD,$2.97 USD,$1.85 USD,$2.62 USD,$1.85 USD,2015
MP9,Ruby Poison Dart,Restricted,Falchion Case,,,,,,2015
Negev,Loudmouth,Restricted,Falchion Case,,,,,,2015
P2000,Handgun,Restricted,Falchion Case,,,,,,2015
CZ75-Auto,Yellow Jacket,Classified,Falchion Case,$12.50 USD,$6.41 USD,$4.18 USD,$3.78 USD,$3.45 USD,2015
MP7,Nemesis,Classified,Falchion Case,$12.43 USD,$7.23 USD,$5.21 USD,,,2015
SG 553,Cyrex,Classified,Falchion Case,$16.07 USD,$7.32 USD,$4.13 USD,$3.77 USD,$4.00 USD,2015
AK-47,Aquamarine Revenge,Covert,Falchion Case,$97.47 USD,$57.84 USD,$31.11 USD,$21.04 USD,$17.99 USD,2015
AWP,Hyper Beast,Covert,Falchion Case,$106.38 USD,$52.41 USD,$32.53 USD,$23.06 USD,$19.09 USD,2015
Dual Berettas,Dualing Dragons,Mil-Spec,Shadow Case,$2.31 USD,$10.36 USD,$4.56 USD,$8.12 USD,$7.79 USD,2015
FAMAS,Survivor Z,Mil-Spec,Shadow Case,$0.51 USD,$0.34 USD,$0.14 USD,$0.22 USD,$0.11 USD,2015
Glock-18,Wraiths,Mil-Spec,Shadow Case,$0.73 USD,$0.33 USD,$0.12 USD,$0.29 USD,$0.12 USD,2015
MAC-10,Rangeen,Mil-Spec,Shadow Case,$0.49 USD,$0.30 USD,$0.16 USD,$0.13 USD,$0.17 USD,2015
MAG-7,Cobalt Core,Mil-Spec,Shadow Case,$0.49 USD,$0.33 USD,$0.15 USD,$0.17 USD,$0.19 USD,2015
SCAR-20,Green Marine,Mil-Spec,Shadow Case,$0.60 USD,$0.42 USD,$0.13 USD,$0.14 USD,$0.13 USD,2015
XM1014,Scumbria,Mil-Spec,Shadow Case,$1.02 USD,$0.29 USD,$0.14 USD,$0.10 USD,$0.12 USD,2015
Galil AR,Stone Cold,Restricted,Shadow Case,$0.29 USD,$0.09 USD,$0.05 USD,$0.07 USD,$0.05 USD,2015
M249,Nebula Crusader,Restricted,Shadow Case,$4.03 USD,$2.04 USD,$1.28 USD,$1.10 USD,$0.97 USD,2015
MP7,Special Delivery,Restricted,Shadow Case,$3.98 USD,$2.42 USD,$1.26 USD,$1.11 USD,$1.00 USD,2015
P250,Wingshot,Restricted,Shadow Case,$4.52 USD,$2.20 USD,$1.30 USD,$1.15 USD,$1.00 USD,2015
AK-47,Frontside Misty,Classified,Shadow Case,,,,,,2015
G3SG1,Flux,Classified,Shadow Case,$23.39 USD,$12.05 USD,$7.34 USD,$6.89 USD,$5.74 USD,2015
SSG 08,Big Iron,Classified,Shadow Case,$22.86 USD,$11.70 USD,$7.23 USD,$6.93 USD,$6.22 USD,2015
M4A1-S,Golden Coil,Covert,Shadow Case,$193.52 USD,$93.74 USD,$55.49 USD,$42.24 USD,$36.15 USD,2015
USP-S,Kill Confirmed,Covert,Shadow Case,$194.68 USD,$79.39 USD,$50.45 USD,$40.85 USD,$39.77 USD,2015
R8 Revolver,Crimson Web,Mil-Spec,Revolver Case,$3.76 USD,$0.25 USD,$0.09 USD,$0.08 USD,$0.07 USD,2015
AUG,Ricochet,Mil-Spec,Revolver Case,$0.79 USD,$0.24 USD,$0.08 USD,$0.19 USD,$0.07 USD,2015
Desert Eagle,Corinthian,Mil-Spec,Revolver Case,$0.77 USD,$0.42 USD,$0.25 USD,$0.38 USD,,2015
P2000,Imperial,Mil-Spec,Revolver Case,$8.19 USD,$4.57 USD,$3.09 USD,$3.56 USD,$4.30 USD,2015
Sawed-Off,Yorick,Mil-Spec,Revolver Case,$0.44 USD,$0.16 USD,$0.08 USD,$0.07 USD,$0.07 USD,2015
SCAR-20,Outbreak,Mil-Spec,Revolver Case,$0.33 USD,$0.15 USD,$0.09 USD,$0.07 USD,$0.09 USD,2015
PP-Bizon,Fuel Rod,Restricted,Revolver Case,$2.68 USD,$1.33 USD,$0.74 USD,$0.57 USD,$0.52 USD,2015
Five-SeveN,Retrobution,Restricted,Revolver Case,,,,,,2015
Negev,Power Loader,Restricted,Revolver Case,$6.27 USD,$2.33 USD,$0.99 USD,$0.61 USD,$0.56 USD,2015
SG 553,Tiger Moth,Restricted,Revolver Case,$2.26 USD,$1.13 USD,$0.75 USD,$0.49 USD,$0.47 USD,2015
Tec-9,Avalanche,Restricted,Revolver Case,$3.85 USD,$1.79 USD,$0.96 USD,$0.59 USD,$0.58 USD,2015
XM1014,Teclu Burner,Restricted,Revolver Case,$2.81 USD,$1.44 USD,$0.90 USD,$1.21 USD,$0.95 USD,2015
AK-47,Point Disarray,Classified,Revolver Case,$27.15 USD,$15.60 USD,$9.64 USD,$12.28 USD,$8.85 USD,2015
G3SG1,The Executioner,Classified,Revolver Case,,$12.59 USD,$1.47 USD,$1.38 USD,$1.36 USD,2015
P90,Shapewood,Classified,Revolver Case,$11.94 USD,$4.13 USD,$1.77 USD,$1.59 USD,$1.61 USD,2015
M4A4,Royal Paladin,Covert,Revolver Case,$101.42 USD,$24.15 USD,$6.69 USD,$10.49 USD,$5.86 USD,2015
R8 Revolver,Fade,Covert,Revolver Case,$1.16 USD,$0.79 USD,$0.81 USD,$1.65 USD,,2015
PP-Bizon,Photic Zone,Mil-Spec,Operation Wildfire Case,$1.78 USD,$0.66 USD,$0.55 USD,$0.41 USD,$0.39 USD,2016
Dual Berettas,Cartel,Mil-Spec,Operation Wildfire Case,$1.69 USD,$0.55 USD,$0.59 USD,$0.39 USD,$0.41 USD,2016
MAC-10,Lapis Gator,Mil-Spec,Operation Wildfire Case,$0.71 USD,$0.59 USD,$0.57 USD,$0.58 USD,$0.52 USD,2016
SSG 08,Necropos,Mil-Spec,Operation Wildfire Case,,,,,,2016
Tec-9,Jambiya,Mil-Spec,Operation Wildfire Case,$0.96 USD,$0.58 USD,$0.59 USD,$0.41 USD,$0.37 USD,2016
USP-S,Lead Conduit,Mil-Spec,Operation Wildfire Case,$2.92 USD,$0.74 USD,$0.59 USD,$0.49 USD,$0.50 USD,2016
FAMAS,Valence,Restricted,Operation Wildfire Case,$6.27 USD,$3.37 USD,$2.42 USD,$2.50 USD,$2.01 USD,2016
Five-SeveN,Triumvirate,Restricted,Operation Wildfire Case,$4.29 USD,$3.13 USD,$2.57 USD,$2.31 USD,$1.98 USD,2016
Glock-18,Royal Legion,Restricted,Operation Wildfire Case,$6.69 USD,$3.36 USD,$2.75 USD,$2.64 USD,$2.69 USD,2016
MAG-7,Praetorian,Restricted,Operation Wildfire Case,$4.20 USD,$3.04 USD,$2.47 USD,$2.23 USD,,2016
MP7,Impire,Restricted,Operation Wildfire Case,$4.13 USD,$2.82 USD,$2.61 USD,$2.54 USD,,2016
AWP,Elite Build,Classified,Operation Wildfire Case,$36.68 USD,$21.06 USD,$13.86 USD,$13.16 USD,$12.77 USD,2016
Desert Eagle,Kumicho Dragon,Classified,Operation Wildfire Case,$39.12 USD,$24.64 USD,$15.70 USD,$18.34 USD,$14.16 USD,2016
Nova,Hyper Beast,Classified,Operation Wildfire Case,$35.51 USD,$21.90 USD,$15.12 USD,$13.60 USD,$13.82 USD,2016
M4A4,The Battlestar,Covert,Operation Wildfire Case,$12.50 USD,$6.25 USD,$4.37 USD,$6.49 USD,$4.34 USD,2016
AK-47,Fuel Injector,Covert,Operation Wildfire Case,$563.01 USD,$261.50 USD,$167.40 USD,$121.79 USD,$107.04 USD,2016
Dual Berettas,Ventilators,Mil-Spec,Chroma 3 Case,$0.24 USD,$0.12 USD,$0.07 USD,$0.08 USD,,2016
G3SG1,Orange Crash,Mil-Spec,Chroma 3 Case,$0.24 USD,$0.11 USD,$0.07 USD,$0.08 USD,$0.07 USD,2016
M249,Spectre,Mil-Spec,Chroma 3 Case,$0.25 USD,$0.11 USD,$0.07 USD,$0.07 USD,$0.07 USD,2016
MP9,Bioleak,Mil-Spec,Chroma 3 Case,$0.29 USD,$0.15 USD,$0.08 USD,$0.10 USD,$0.07 USD,2016
P2000,Oceanic,Mil-Spec,Chroma 3 Case,$143.48 USD,$171.25 USD,$0.07 USD,$0.09 USD,$0.07 USD,2016
SG 553,Atlas,Mil-Spec,Chroma 3 Case,$0.27 USD,$0.12 USD,$0.07 USD,$0.08 USD,$0.07 USD,2016
Sawed-Off,Fubar,Mil-Spec,Chroma 3 Case,,,,$0.07 USD,$0.06 USD,2016
Galil AR,Firefight,Restricted,Chroma 3 Case,$2.25 USD,$0.68 USD,$0.31 USD,$0.28 USD,$0.29 USD,2016
CZ75-Auto,Red Astor,Restricted,Chroma 3 Case,$1.38 USD,$0.64 USD,$0.35 USD,$0.26 USD,$0.25 USD,2016
XM1014,Black Tie,Restricted,Chroma 3 Case,$2.93 USD,$1.23 USD,$0.46 USD,$0.46 USD,$0.36 USD,2016
SSG 08,Ghost Crusader,Restricted,Chroma 3 Case,$3.28 USD,$1.15 USD,$0.50 USD,$0.28 USD,$0.26 USD,2016
Tec-9,Re-Entry,Restricted,Chroma 3 Case,$1.60 USD,$0.60 USD,$0.35 USD,$0.34 USD,,2016
UMP-45,Primal Saber,Classified,Chroma 3 Case,$9.20 USD,$4.08 USD,$1.99 USD,$2.11 USD,$1.38 USD,2016
P250,Asiimov,Classified,Chroma 3 Case,,,,,,2016
AUG,Fleet Flock,Classified,Chroma 3 Case,,,,,,2016
M4A1-S,Chantico's Fire,Covert,Chroma 3 Case,,,,,,2016
PP-Bizon,Judgement of Anubis,Covert,Chroma 3 Case,$14.94 USD,$7.05 USD,$5.14 USD,$4.98 USD,$4.86 USD,2016
Five-SeveN,Violent Daimyo,Mil-Spec,Gamma Case,$0.51 USD,$0.18 USD,$0.11 USD,$0.18 USD,$0.11 USD,2016
MAC-10,Carnivore,Mil-Spec,Gamma Case,$0.36 USD,$0.15 USD,$0.10 USD,$0.09 USD,$0.09 USD,2016
Nova,Exo,Mil-Spec,Gamma Case,$0.29 USD,$0.16 USD,$0.12 USD,$0.16 USD,$0.22 USD,2016
P250,Iron Clad,Mil-Spec,Gamma Case,$0.49 USD,$0.14 USD,$0.11 USD,$0.14 USD,$0.11 USD,2016
PP-Bizon,Harvester,Mil-Spec,Gamma Case,$0.49 USD,$0.15 USD,$0.10 USD,$0.15 USD,$0.09 USD,2016
SG 553,Aerial,Mil-Spec,Gamma Case,$0.26 USD,$0.14 USD,$0.10 USD,$0.11 USD,$0.09 USD,2016
Tec-9,Ice Cap,Mil-Spec,Gamma Case,$0.47 USD,$0.22 USD,$0.10 USD,$0.11 USD,$0.09 USD,2016
AUG,Aristocrat,Restricted,Gamma Case,$2.07 USD,$0.93 USD,$0.50 USD,$0.55 USD,$0.44 USD,2016
AWP,Phobos,Restricted,Gamma Case,$2.14 USD,$1.00 USD,$0.90 USD,$3.06 USD,,2016
P90,Chopper,Restricted,Gamma Case,$2.00 USD,$0.86 USD,$0.47 USD,$0.55 USD,$0.44 USD,2016
R8 Revolver,Reboot,Restricted,Gamma Case,$3.06 USD,$0.99 USD,$0.44 USD,$0.38 USD,$0.34 USD,2016
Sawed-Off,Limelight,Restricted,Gamma Case,$2.03 USD,$0.83 USD,$0.44 USD,$0.35 USD,$0.33 USD,2016
M4A4,Desolate Space,Classified,Gamma Case,$25.14 USD,$10.25 USD,$6.17 USD,$4.82 USD,$4.42 USD,2016
P2000,Imperial Dragon,Classified,Gamma Case,$8.19 USD,$4.57 USD,$3.08 USD,$3.64 USD,$4.30 USD,2016
SCAR-20,Bloodsport,Classified,Gamma Case,,,,,,2016
Glock-18,Wasteland Rebel,Covert,Gamma Case,$6.40 USD,$4.69 USD,$3.92 USD,$5.65 USD,$4.10 USD,2016
M4A1-S,Mecha Industries,Covert,Gamma Case,$84.35 USD,$47.70 USD,$28.79 USD,$38.37 USD,$19.25 USD,2016
XM1014,Slipstream,Mil-Spec,Gamma 2 Case,$0.34 USD,$0.16 USD,$0.08 USD,$0.08 USD,$0.09 USD,2016
UMP-45,Briefing,Mil-Spec,Gamma 2 Case,$0.29 USD,$0.10 USD,$0.08 USD,$0.07 USD,$0.08 USD,2016
P90,Grim,Mil-Spec,Gamma 2 Case,$0.69 USD,$0.20 USD,$0.09 USD,$0.18 USD,$0.07 USD,2016
Negev,Dazzle,Mil-Spec,Gamma 2 Case,,$0.31 USD,$0.07 USD,$0.07 USD,$0.07 USD,2016
G3SG1,Ventilator,Mil-Spec,Gamma 2 Case,$0.25 USD,$0.10 USD,$0.08 USD,$0.08 USD,,2016
Five-SeveN,Scumbria,Mil-Spec,Gamma 2 Case,$0.39 USD,$0.10 USD,$0.08 USD,$0.07 USD,$0.07 USD,2016
CZ75-Auto,Imprint,Mil-Spec,Gamma 2 Case,$0.40 USD,$0.10 USD,$0.09 USD,$0.08 USD,$0.07 USD,2016
SG 553,Triarch,Restricted,Gamma 2 Case,,,,,,2016
SCAR-20,Powercore,Restricted,Gamma 2 Case,,,,,,2016
MAG-7,Petroglyph,Restricted,Gamma 2 Case,$1.27 USD,$0.55 USD,$0.33 USD,$0.66 USD,,2016
Glock-18,Weasel,Restricted,Gamma 2 Case,$2.16 USD,$0.63 USD,$0.28 USD,$0.25 USD,$0.24 USD,2016
Desert Eagle,Directive,Restricted,Gamma 2 Case,$11.64 USD,$1.38 USD,$0.36 USD,$0.29 USD,$0.28 USD,2016
Tec-9,Fuel Injector,Classified,Gamma 2 Case,$13.20 USD,$5.20 USD,$2.55 USD,$1.91 USD,$1.77 USD,2016
MP9,Airlock,Classified,Gamma 2 Case,$10.49 USD,$4.15 USD,$1.81 USD,$1.40 USD,$1.35 USD,2016
AUG,Syd Mead,Classified,Gamma 2 Case,$8.03 USD,$3.42 USD,$1.66 USD,$2.46 USD,$1.59 USD,2016
AK-47,Neon Revolution,Covert,Gamma 2 Case,$62.66 USD,$25.21 USD,$15.07 USD,$21.98 USD,$13.60 USD,2016
FAMAS,Roll Cage,Covert,Gamma 2 Case,$17.94 USD,$5.37 USD,$2.70 USD,$2.16 USD,$2.03 USD,2016
P2000,Turf,Mil-Spec,Glove Case,$1.04 USD,$0.19 USD,$0.10 USD,$0.11 USD,$0.09 USD,2016
MAG-7,Sonar,Mil-Spec,Glove Case,$0.27 USD,$0.14 USD,$0.09 USD,$0.09 USD,,2016
MP9,Sand Scale,Mil-Spec,Glove Case,$0.29 USD,$0.13 USD,$0.09 USD,$0.09 USD,,2016
Galil AR,Black Sand,Mil-Spec,Glove Case,$0.51 USD,$0.14 USD,$0.10 USD,$0.08 USD,$0.08 USD,2016
MP7,Cirrus,Mil-Spec,Glove Case,$0.63 USD,$0.20 USD,$0.09 USD,$0.15 USD,$0.08 USD,2016
Glock-18,Ironwork,Mil-Spec,Glove Case,$1.32 USD,$0.18 USD,$0.11 USD,$0.10 USD,$0.10 USD,2016
CZ75-Auto,Polymer,Mil-Spec,Glove Case,$0.28 USD,$0.13 USD,$0.09 USD,$0.10 USD,$0.10 USD,2016
USP-S,Cyrex,Restricted,Glove Case,$36.14 USD,$26.71 USD,$18.73 USD,$19.77 USD,$19.70 USD,2016
Nova,Gila,Restricted,Glove Case,$1.17 USD,$0.60 USD,$0.46 USD,,,2016
M4A1-S,Flashback,Restricted,Glove Case,$1.29 USD,$0.74 USD,$0.47 USD,$0.55 USD,$0.56 USD,2016
G3SG1,Stinger,Restricted,Glove Case,$1.19 USD,$0.61 USD,$0.34 USD,$0.55 USD,$0.28 USD,2016
Dual Berettas,Royal Consorts,Restricted,Glove Case,$3.55 USD,$1.02 USD,$0.42 USD,$0.30 USD,$0.30 USD,2016
Sawed-Off,Wasteland Princess,Classified,Glove Case,$7.87 USD,$3.13 USD,$1.49 USD,$2.12 USD,$1.39 USD,2016
P90,Shallow Grave,Classified,Glove Case,$7.75 USD,$3.42 USD,$1.56 USD,$2.46 USD,$1.67 USD,2016
FAMAS,Mecha Industries,Classified,Glove Case,$8.11 USD,$5.18 USD,$3.25 USD,$3.27 USD,$3.26 USD,2016
M4A4,Buzz Kill,Covert,Glove Case,,,,,,2016
SSG 08,Dragonfire,Covert,Glove Case,$24.77 USD,$15.34 USD,$12.03 USD,$13.16 USD,$11.11 USD,2016
PP-Bizon,Jungle Slipstream,Mil-Spec,Spectrum Case,,,,,,2017
SCAR-20,Blueprint,Mil-Spec,Spectrum Case,,,,,,2017
Desert Eagle,Oxide Blaze,Mil-Spec,Spectrum Case,$720.26 USD,$899.60 USD,$0.19 USD,$0.20 USD,$0.20 USD,2017
Five-SeveN,Capillary,Mil-Spec,Spectrum Case,$0.33 USD,$0.23 USD,$0.17 USD,$0.18 USD,$0.15 USD,2017
MP7,Akoben,Mil-Spec,Spectrum Case,$0.30 USD,$0.23 USD,$0.17 USD,$0.20 USD,$0.15 USD,2017
P250,Ripple,Mil-Spec,Spectrum Case,$0.31 USD,$0.23 USD,$0.18 USD,$0.20 USD,$0.17 USD,2017
Sawed-Off,Zander,Mil-Spec,Spectrum Case,$0.40 USD,$0.23 USD,$0.19 USD,$0.18 USD,$0.14 USD,2017
Galil AR,Crimson Tsunami,Restricted,Spectrum Case,$2.98 USD,$1.82 USD,$1.43 USD,$1.54 USD,$1.33 USD,2017
M249,Emerald Poison Dart,Restricted,Spectrum Case,$2.75 USD,$1.66 USD,$1.43 USD,$1.84 USD,,2017
MAC-10,Last Dive,Restricted,Spectrum Case,$2.86 USD,$1.82 USD,$1.49 USD,$1.48 USD,$1.35 USD,2017
UMP-45,Scaffold,Restricted,Spectrum Case,,,,,,2017
XM1014,Seasons,Restricted,Spectrum Case,$2.91 USD,$1.72 USD,$1.48 USD,$1.57 USD,$1.44 USD,2017
AWP,Fever Dream,Classified,Spectrum Case,$15.89 USD,$10.37 USD,$7.92 USD,$7.66 USD,$7.40 USD,2017
CZ75-Auto,Xiangliu,Classified,Spectrum Case,$13.40 USD,$10.17 USD,$7.79 USD,$8.27 USD,$7.65 USD,2017
M4A1-S,Decimator,Classified,Spectrum Case,$39.96 USD,$21.69 USD,$13.20 USD,$14.83 USD,$10.94 USD,2017
AK-47,Bloodsport,Covert,Spectrum Case,$143.28 USD,$114.63 USD,$95.37 USD,$99.52 USD,,2017
USP-S,Neo-Noir,Covert,Spectrum Case,$41.09 USD,$20.96 USD,$14.50 USD,$18.13 USD,$13.26 USD,2017
USP-S,Blueprint,Mil-Spec,Operation Hydra Case,$41.50 USD,$11.03 USD,$5.00 USD,$7.72 USD,$3.76 USD,2017
FAMAS,Macabre,Mil-Spec,Operation Hydra Case,$3.46 USD,$3.30 USD,$3.49 USD,$3.06 USD,$3.30 USD,2017
M4A1-S,Briefing,Mil-Spec,Operation Hydra Case,$12.44 USD,$5.21 USD,$3.60 USD,$6.03 USD,$3.32 USD,2017
MAC-10,Aloha,Mil-Spec,Operation Hydra Case,$3.37 USD,$3.55 USD,$3.56 USD,$3.14 USD,$3.52 USD,2017
MAG-7,Hard Water,Mil-Spec,Operation Hydra Case,$3.35 USD,$3.30 USD,$3.52 USD,$3.43 USD,,2017
Tec-9,Cut Out,Mil-Spec,Operation Hydra Case,$9.55 USD,$3.61 USD,$3.48 USD,$2.86 USD,$3.27 USD,2017
UMP-45,Metal Flowers,Mil-Spec,Operation Hydra Case,$3.71 USD,$3.36 USD,$3.45 USD,$3.14 USD,$3.03 USD,2017
AK-47,Orbit Mk01,Restricted,Operation Hydra Case,$21.93 USD,$14.52 USD,$11.55 USD,$14.12 USD,$11.49 USD,2017
P2000,Woodsman,Restricted,Operation Hydra Case,$13.60 USD,$10.95 USD,$7.76 USD,$6.01 USD,$6.27 USD,2017
